DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
2022-06-06 18:00:00,3.4,2055.0,83,28.3,67,901,2.6,927.0,502.0
2022-06-06 18:15:00,3.3,2498.0,85,28.0,69,901,3.0,1444.0,804.0
2022-06-06 18:30:00,3.2,3161.0,86,27.5,72,901,3.0,1159.0,703.0
2022-06-06 18:45:00,3.1,3824.0,88,27.0,75,902,3.6,3714.0,2412.0
2022-06-06 19:00:00,3.0,4852.0,90,26.5,78,902,3.9,5581.0,5326.0
2022-06-06 19:15:00,2.9,4774.0,92,26.2,79,902,3.8,4925.0,5092.0
2022-06-06 19:30:00,2.7,4685.0,94,26.0,78,902,3.9,5959.0,5326.0
2022-06-06 19:45:00,2.5,4597.0,99,25.7,77,902,4.1,6425.0,6633.0
2022-06-06 20:00:00,2.4,4508.0,102,25.5,76,902,4.3,6851.0,5963.0
2022-06-06 20:15:00,2.2,4398.0,106,25.3,75,902,3.8,4537.0,5125.0
2022-06-06 20:30:00,2.0,4265.0,105,25.1,76,902,3.6,4251.0,3752.0
2022-06-06 20:45:00,1.7,6053.0,103,24.9,76,903,3.5,3520.0,3685.0
2022-06-06 21:00:00,1.5,5963.0,101,24.7,77,903,3.5,3468.0,3350.0
2022-06-06 21:15:00,1.4,4122.0,94,24.6,77,903,3.0,1631.0,1943.0
2022-06-06 21:30:00,1.3,4501.0,86,24.5,77,903,2.8,1273.0,1206.0
2022-06-06 21:45:00,1.2,4880.0,76,24.4,77,903,2.9,1889.0,1876.0
2022-06-06 22:00:00,1.3,5259.0,61,24.3,77,903,2.8,835.0,1072.0
2022-06-06 22:15:00,1.3,5488.0,51,24.2,77,903,2.8,939.0,938.0
2022-06-06 22:30:00,1.3,5566.0,48,24.1,77,903,3.1,1665.0,1373.0
2022-06-06 22:45:00,1.5,5645.0,48,24.0,76,904,2.9,1302.0,1038.0
2022-06-06 23:00:00,1.6,6805.0,45,23.9,76,904,3.0,1861.0,1608.0
2022-06-06 23:15:00,1.6,5863.0,43,23.9,76,904,3.2,2412.0,2847.0
2022-06-06 23:30:00,1.6,6066.0,43,23.9,75,904,3.3,2188.0,1976.0
2022-06-06 23:45:00,1.7,6269.0,45,23.9,75,904,3.4,2341.0,2278.0
2022-06-07 00:00:00,0.4,3593.0,34,24.0,70,904,3.2,2370.0,2378.0
2022-06-07 00:15:00,0.3,3506.0,0,24.0,70,904,2.8,1132.0,1641.0
2022-06-07 00:30:00,0.3,3557.0,0,23.9,70,904,3.0,1250.0,1206.0
2022-06-07 00:45:00,0.2,3608.0,333,23.8,70,904,2.3,558.0,770.0
2022-06-07 01:00:00,0.3,4144.0,315,23.7,70,904,2.3,279.0,0.0
2022-06-07 01:15:00,0.4,3762.0,304,23.5,70,904,2.0,24.0,0.0
2022-06-07 01:30:00,0.4,3918.0,297,23.4,71,904,1.9,-62.0,0.0
2022-06-07 01:45:00,0.4,4074.0,297,23.2,71,903,2.0,-44.0,0.0
2022-06-07 02:00:00,0.5,4230.0,292,23.1,72,903,2.4,-41.0,0.0
2022-06-07 02:15:00,0.5,4447.0,292,22.9,73,903,2.5,81.0,0.0
2022-06-07 02:30:00,0.6,4724.0,288,22.6,74,903,2.4,93.0,0.0
2022-06-07 02:45:00,0.7,5001.0,286,22.4,75,903,2.3,174.0,0.0
2022-06-07 03:00:00,0.8,5278.0,284,22.1,76,903,2.6,47.0,0.0
2022-06-07 03:15:00,0.8,5099.0,284,22.0,77,903,2.4,60.0,0.0
2022-06-07 03:30:00,0.8,5166.0,277,21.9,77,903,2.4,37.0,0.0
2022-06-07 03:45:00,0.9,5234.0,270,21.8,78,903,2.5,105.0,0.0
2022-06-07 04:00:00,0.9,5203.0,270,21.7,78,903,2.5,173.0,0.0
2022-06-07 04:15:00,0.9,5131.0,270,21.6,78,903,2.4,144.0,0.0
2022-06-07 04:30:00,0.8,4929.0,270,21.5,78,903,2.6,140.0,0.0
2022-06-07 04:45:00,0.7,4961.0,270,21.5,78,903,3.0,802.0,435.0
2022-06-07 05:00:00,0.6,4387.0,270,21.4,78,903,2.9,1124.0,837.0
2022-06-07 05:15:00,0.4,4244.0,270,21.4,78,903,2.6,813.0,1708.0
2022-06-07 05:30:00,0.3,4230.0,270,21.4,78,903,2.0,-45.0,0.0
2022-06-07 05:45:00,0.2,4215.0,297,21.3,78,903,1.9,-44.0,0.0
2022-06-07 06:00:00,0.1,4201.0,315,21.3,78,903,1.9,-33.0,0.0
2022-06-07 06:15:00,0.1,4194.0,0,21.5,78,903,2.3,-43.0,0.0
2022-06-07 06:30:00,0.2,4194.0,0,21.8,78,903,2.2,-38.0,0.0
2022-06-07 06:45:00,0.2,4195.0,0,22.2,79,904,1.9,-78.0,0.0
2022-06-07 07:00:00,0.3,4510.0,18,22.5,79,904,1.5,45.0,0.0
2022-06-07 07:15:00,0.4,4114.0,14,23.0,79,904,1.2,-35.0,0.0
2022-06-07 07:30:00,0.5,3951.0,0,23.5,78,904,1.2,112.0,0.0
2022-06-07 07:45:00,0.6,3789.0,351,24.0,78,904,1.4,82.0,0.0
2022-06-07 08:00:00,0.7,3626.0,344,24.5,77,904,1.6,-79.0,0.0
2022-06-07 08:15:00,0.6,3288.0,351,24.9,76,904,1.8,-54.0,0.0
2022-06-07 08:30:00,0.4,2775.0,0,25.3,74,904,2.0,-51.0,0.0
2022-06-07 08:45:00,0.2,2261.0,0,25.8,72,905,2.4,124.0,0.0
2022-06-07 09:00:00,0.1,4872.0,90,26.2,70,905,2.2,91.0,0.0
2022-06-07 09:15:00,0.4,1381.0,90,26.6,68,905,2.0,-38.0,0.0
2022-06-07 09:30:00,0.7,1160.0,90,26.9,67,905,2.4,-46.0,0.0
2022-06-07 09:45:00,1.0,940.0,96,27.3,66,905,2.5,-57.0,0.0
2022-06-07 10:00:00,1.3,719.0,94,27.6,65,905,2.7,684.0,0.0
2022-06-07 10:15:00,1.5,579.0,94,27.9,63,905,3.2,1603.0,1775.0
2022-06-07 10:30:00,1.8,520.0,96,28.1,62,905,3.1,1823.0,1373.0
2022-06-07 10:45:00,2.0,460.0,96,28.4,60,905,3.1,2359.0,1541.0
2022-06-07 11:00:00,2.3,2094.0,97,28.6,59,905,3.5,3053.0,4522.0
2022-06-07 11:15:00,2.4,353.0,97,28.8,58,905,3.5,2796.0,2412.0
2022-06-07 11:30:00,2.5,317.0,97,28.9,57,905,3.4,4099.0,3852.0
2022-06-07 11:45:00,2.6,282.0,97,29.1,57,905,3.6,3058.0,3986.0
2022-06-07 12:00:00,2.7,246.0,96,29.2,56,905,3.5,1880.0,2412.0
2022-06-07 12:15:00,2.7,241.0,96,29.4,56,905,3.0,1154.0,1641.0
2022-06-07 12:30:00,2.8,268.0,96,29.5,55,905,3.1,1923.0,2244.0
2022-06-07 12:45:00,2.8,295.0,94,29.6,55,905,3.4,2174.0,2010.0
2022-06-07 13:00:00,2.9,976.0,94,29.7,54,905,3.6,1952.0,2914.0
2022-06-07 13:15:00,3.0,370.0,94,29.7,54,905,3.2,2134.0,2412.0
2022-06-07 13:30:00,3.1,441.0,96,29.7,54,905,3.0,1902.0,1708.0
2022-06-07 13:45:00,3.2,511.0,95,29.8,55,904,3.4,3008.0,2680.0
2022-06-07 14:00:00,3.3,582.0,97,29.8,55,904,3.6,4597.0,4154.0
2022-06-07 14:15:00,3.4,686.0,97,29.8,55,904,3.7,5015.0,3651.0
2022-06-07 14:30:00,3.5,823.0,97,29.8,55,904,4.0,5869.0,6063.0
2022-06-07 14:45:00,3.6,961.0,98,29.7,56,904,3.3,3295.0,4087.0
2022-06-07 15:00:00,3.7,1408.0,98,29.7,56,904,3.9,5380.0,4288.0
2022-06-07 15:15:00,3.7,1209.0,98,29.6,56,904,3.5,3484.0,3953.0
2022-06-07 15:30:00,3.8,1292.0,97,29.5,57,904,3.4,3463.0,2579.0
2022-06-07 15:45:00,3.9,1376.0,96,29.4,57,903,3.2,2156.0,2043.0
2022-06-07 16:00:00,4.0,1459.0,96,29.3,58,903,3.0,1903.0,1641.0
2022-06-07 16:15:00,4.0,1595.0,96,29.1,58,903,3.4,2818.0,2244.0
2022-06-07 16:30:00,4.0,1782.0,96,29.0,59,903,3.1,2331.0,2177.0
2022-06-07 16:45:00,3.9,2378.0,94,28.9,59,903,2.9,906.0,2010.0
2022-06-07 17:00:00,3.9,2156.0,94,28.8,60,903,2.9,991.0,0.0
2022-06-07 17:15:00,3.9,2593.0,94,28.6,61,903,3.1,1285.0,536.0
2022-06-07 17:30:00,3.9,3279.0,93,28.4,63,903,2.9,1009.0,1541.0
2022-06-07 17:45:00,3.9,3965.0,93,28.2,64,903,3.3,2330.0,1641.0
2022-06-07 18:00:00,3.9,4651.0,91,28.0,66,903,3.0,2080.0,2077.0
2022-06-07 18:15:00,3.9,5523.0,91,27.7,68,903,3.2,2733.0,2546.0
2022-06-07 18:30:00,3.9,6414.0,91,27.2,70,903,3.4,3506.0,3182.0
2022-06-07 18:45:00,3.9,7926.0,93,26.7,73,903,3.6,3876.0,4020.0
2022-06-07 19:00:00,3.9,8195.0,93,26.2,75,903,3.9,5485.0,4489.0
2022-06-07 19:15:00,3.9,8971.0,94,25.8,76,903,4.1,5697.0,6164.0
2022-06-07 19:30:00,3.9,9633.0,96,25.4,76,903,4.2,6451.0,5728.0
2022-06-07 19:45:00,3.8,10295.0,97,25.0,76,904,4.3,6050.0,6633.0
2022-06-07 20:00:00,3.8,10957.0,99,24.6,76,904,4.6,8602.0,7504.0
2022-06-07 20:15:00,3.8,11297.0,101,24.5,75,904,4.9,10123.0,9581.0
2022-06-07 20:30:00,3.6,11829.0,101,24.6,74,904,5.0,10965.0,10284.0
2022-06-07 20:45:00,3.4,11564.0,102,24.8,72,905,5.0,10979.0,11557.0
2022-06-07 21:00:00,3.2,11298.0,103,24.9,71,905,5.0,10746.0,10217.0
2022-06-07 21:15:00,3.0,11125.0,102,25.0,70,905,5.4,13755.0,12227.0
2022-06-07 21:30:00,2.8,11046.0,100,24.9,70,905,4.9,11323.0,11725.0
2022-06-07 21:45:00,2.6,10890.0,99,24.9,69,905,4.8,11382.0,11122.0
2022-06-07 22:00:00,2.5,10703.0,97,24.8,69,905,4.6,8845.0,9011.0
2022-06-07 22:15:00,2.4,10450.0,95,24.8,69,905,4.1,6151.0,7035.0
2022-06-07 22:30:00,2.3,10131.0,95,24.7,69,905,3.7,4294.0,4690.0
2022-06-07 22:45:00,2.2,9812.0,95,24.7,69,906,3.4,2679.0,2847.0
2022-06-07 23:00:00,2.1,9493.0,95,24.6,69,906,2.8,1342.0,1474.0
2022-06-07 23:15:00,1.9,9649.0,93,24.6,69,906,3.2,2086.0,1574.0
2022-06-07 23:30:00,1.8,8729.0,87,24.5,69,906,2.9,1386.0,1273.0
2022-06-07 23:45:00,1.7,8326.0,77,24.4,70,906,2.9,1477.0,1340.0
2022-06-08 00:00:00,1.0,6321.0,73,24.6,70,905,3.1,2178.0,1842.0
2022-06-08 00:15:00,1.0,5974.0,66,24.6,70,905,3.4,2085.0,2378.0
2022-06-08 00:30:00,0.9,5617.0,58,24.5,71,905,3.7,4265.0,3651.0
2022-06-08 00:45:00,0.9,5259.0,49,24.4,71,905,3.7,3671.0,3986.0
2022-06-08 01:00:00,0.9,6215.0,41,24.3,72,905,3.5,3010.0,2948.0
2022-06-08 01:15:00,0.9,4775.0,41,24.2,72,905,3.2,1662.0,1641.0
2022-06-08 01:30:00,1.0,4880.0,45,24.2,72,905,2.6,343.0,569.0
2022-06-08 01:45:00,1.1,4985.0,49,24.2,71,905,2.6,326.0,0.0
2022-06-08 02:00:00,1.1,5090.0,52,24.2,71,905,2.1,-24.0,0.0
2022-06-08 02:15:00,1.2,5122.0,48,24.1,71,905,2.4,-31.0,0.0
2022-06-08 02:30:00,1.3,5081.0,42,24.0,72,905,2.4,-11.0,0.0
2022-06-08 02:45:00,1.5,5040.0,37,23.9,72,904,2.3,-31.0,0.0
2022-06-08 03:00:00,1.7,5621.0,33,23.8,73,904,2.0,-16.0,0.0
2022-06-08 03:15:00,1.7,4984.0,31,23.7,73,904,1.8,-64.0,0.0
2022-06-08 03:30:00,1.7,4994.0,33,23.7,73,904,1.8,-34.0,0.0
2022-06-08 03:45:00,1.6,5005.0,38,23.7,72,904,1.6,-32.0,0.0
2022-06-08 04:00:00,1.6,5015.0,40,23.7,72,904,1.2,-32.0,0.0
2022-06-08 04:15:00,1.5,5068.0,42,23.7,72,904,2.0,-46.0,0.0
2022-06-08 04:30:00,1.5,5163.0,48,23.7,72,904,2.3,10.0,0.0
2022-06-08 04:45:00,1.4,5258.0,54,23.6,72,904,2.2,-37.0,0.0
2022-06-08 05:00:00,1.4,5353.0,60,23.6,72,904,2.3,-37.0,0.0
2022-06-08 05:15:00,1.4,4739.0,60,23.5,72,904,2.1,-26.0,0.0
2022-06-08 05:30:00,1.4,4554.0,56,23.4,72,904,2.5,-28.0,0.0
2022-06-08 05:45:00,1.6,4369.0,55,23.3,73,904,2.6,66.0,0.0
2022-06-08 06:00:00,1.6,4184.0,52,23.2,73,904,2.6,457.0,0.0
2022-06-08 06:15:00,1.6,4042.0,52,23.1,74,904,2.5,64.0,0.0
2022-06-08 06:30:00,1.7,3945.0,57,23.2,76,904,2.3,-33.0,0.0
2022-06-08 06:45:00,1.7,3847.0,62,23.3,77,904,3.0,785.0,0.0
2022-06-08 07:00:00,1.7,4276.0,66,23.4,79,904,3.4,2191.0,2144.0
2022-06-08 07:15:00,1.7,3650.0,69,23.6,79,904,3.4,2394.0,2244.0
2022-06-08 07:30:00,1.6,3548.0,72,24.0,78,904,3.4,2341.0,2345.0
2022-06-08 07:45:00,1.6,3446.0,75,24.5,76,904,3.3,2540.0,2646.0
2022-06-08 08:00:00,1.4,3344.0,78,24.9,75,904,3.2,1803.0,2579.0
2022-06-08 08:15:00,1.4,3207.0,78,25.2,74,904,2.5,67.0,0.0
2022-06-08 08:30:00,1.3,3034.0,77,25.5,74,904,2.4,19.0,0.0
2022-06-08 08:45:00,1.3,2861.0,72,25.8,73,905,2.4,17.0,0.0
2022-06-08 09:00:00,1.2,3177.0,70,26.1,73,905,2.4,-49.0,0.0
2022-06-08 09:15:00,1.2,2518.0,70,26.3,73,905,1.9,-25.0,0.0
2022-06-08 09:30:00,1.3,2351.0,77,26.6,72,905,2.3,-34.0,0.0
2022-06-08 09:45:00,1.4,2184.0,82,26.9,71,905,2.6,496.0,0.0
2022-06-08 10:00:00,1.6,2017.0,86,27.2,70,905,2.6,758.0,368.0
2022-06-08 10:15:00,1.8,1819.0,90,27.4,69,905,3.3,1479.0,1139.0
2022-06-08 10:30:00,1.9,1592.0,93,27.6,68,905,3.1,1846.0,1608.0
2022-06-08 10:45:00,2.1,1365.0,98,27.8,67,905,3.1,2466.0,1675.0
2022-06-08 11:00:00,2.2,1388.0,100,28.0,66,905,3.0,1225.0,1708.0
2022-06-08 11:15:00,2.4,1001.0,105,28.2,65,905,3.0,1787.0,1139.0
2022-06-08 11:30:00,2.5,956.0,106,28.3,64,905,2.8,766.0,1273.0
2022-06-08 11:45:00,2.6,910.0,108,28.5,63,905,2.5,390.0,971.0
2022-06-08 12:00:00,2.8,843.0,109,28.6,62,905,2.4,252.0,0.0
2022-06-08 12:15:00,2.8,752.0,113,28.8,61,905,2.7,1176.0,368.0
2022-06-08 12:30:00,2.9,650.0,115,28.9,60,905,2.9,1018.0,1005.0
2022-06-08 12:45:00,2.9,645.0,117,29.1,59,904,2.9,1087.0,1072.0
2022-06-08 13:00:00,3.0,395.0,118,29.2,58,904,2.5,224.0,0.0
2022-06-08 13:15:00,3.0,322.0,120,29.3,57,904,2.3,-17.0,0.0
2022-06-08 13:30:00,3.0,304.0,120,29.4,56,904,2.6,973.0,636.0
2022-06-08 13:45:00,3.1,285.0,121,29.4,56,904,2.3,-5.0,0.0
2022-06-08 14:00:00,3.1,267.0,121,29.5,55,904,2.2,-43.0,0.0
2022-06-08 14:15:00,3.1,268.0,121,29.5,55,904,2.5,435.0,0.0
2022-06-08 14:30:00,3.1,289.0,119,29.5,55,904,2.8,474.0,0.0
2022-06-08 14:45:00,3.1,309.0,117,29.6,55,903,2.9,993.0,1541.0
2022-06-08 15:00:00,3.1,340.0,115,29.6,55,903,4.0,4886.0,2814.0
2022-06-08 15:15:00,3.1,419.0,112,29.6,55,903,3.5,2863.0,2512.0
2022-06-08 15:30:00,3.2,564.0,110,29.5,55,903,3.8,4987.0,4958.0
2022-06-08 15:45:00,3.3,710.0,110,29.4,56,902,3.7,4146.0,3986.0
2022-06-08 16:00:00,3.4,855.0,107,29.3,56,902,3.8,5377.0,3618.0
2022-06-08 16:15:00,3.4,1033.0,107,29.2,56,902,3.5,3881.0,3484.0
2022-06-08 16:30:00,3.3,1242.0,106,29.0,57,902,3.8,4192.0,4455.0
2022-06-08 16:45:00,3.3,1452.0,104,28.9,57,902,4.3,7374.0,5259.0
2022-06-08 17:00:00,3.3,1695.0,102,28.7,58,902,3.7,4630.0,5628.0
2022-06-08 17:15:00,3.2,2034.0,99,28.5,59,902,3.8,4590.0,4589.0
2022-06-08 17:30:00,3.3,2571.0,97,28.2,61,902,3.8,4633.0,3283.0
2022-06-08 17:45:00,3.4,3108.0,95,27.9,64,902,4.3,6114.0,5762.0
2022-06-08 18:00:00,3.5,3645.0,93,27.6,66,902,4.1,5507.0,4958.0
2022-06-08 18:15:00,3.5,4396.0,92,27.3,68,902,3.8,4480.0,4489.0
2022-06-08 18:30:00,3.6,5361.0,90,26.9,70,902,3.4,2556.0,3149.0
2022-06-08 18:45:00,3.6,6326.0,90,26.5,72,902,3.9,4098.0,3752.0
2022-06-08 19:00:00,3.7,7565.0,90,26.1,74,902,4.6,7205.0,6465.0
2022-06-08 19:15:00,3.7,8087.0,90,25.7,75,902,4.7,9359.0,8710.0
2022-06-08 19:30:00,3.7,8715.0,93,25.3,76,902,4.8,10467.0,10150.0
2022-06-08 19:45:00,3.7,9343.0,96,24.8,76,903,4.9,11846.0,11792.0
2022-06-08 20:00:00,3.7,9971.0,99,24.4,77,903,4.9,13007.0,12462.0
2022-06-08 20:15:00,3.8,10307.0,101,24.1,77,903,5.0,14155.0,13735.0
2022-06-08 20:30:00,3.7,10350.0,103,24.0,77,903,5.3,12645.0,12830.0
2022-06-08 20:45:00,3.6,10393.0,103,23.9,78,903,4.8,12234.0,11926.0
2022-06-08 21:00:00,3.5,10717.0,105,23.8,78,903,5.0,12504.0,11624.0
2022-06-08 21:15:00,3.3,10463.0,106,23.8,78,903,4.8,12839.0,11591.0
2022-06-08 21:30:00,3.0,10185.0,107,24.0,77,903,5.4,14931.0,13400.0
2022-06-08 21:45:00,2.9,9851.0,110,24.2,76,904,5.6,18080.0,14874.0
2022-06-08 22:00:00,2.6,9517.0,113,24.4,75,904,5.3,14173.0,13333.0
2022-06-08 22:15:00,2.4,9244.0,112,24.5,74,904,5.1,13907.0,13969.0
2022-06-08 22:30:00,2.0,9032.0,110,24.4,74,904,5.0,12247.0,12998.0
2022-06-08 22:45:00,1.7,8821.0,103,24.3,74,904,4.7,10480.0,10318.0
2022-06-08 23:00:00,1.4,9225.0,98,24.2,74,904,4.3,8339.0,9313.0
2022-06-08 23:15:00,1.3,8468.0,94,24.2,74,904,4.4,8827.0,8174.0
2022-06-08 23:30:00,1.3,8399.0,90,24.1,74,904,4.0,6020.0,6432.0
2022-06-08 23:45:00,1.4,8330.0,90,24.1,74,904,3.8,5589.0,5661.0
2022-06-09 00:00:00,0.9,4519.0,144,23.4,80,904,3.7,4017.0,4120.0
2022-06-09 00:15:00,0.6,4294.0,149,23.4,80,904,3.8,4558.0,4120.0
2022-06-09 00:30:00,0.4,4126.0,166,23.3,80,904,4.6,7866.0,6398.0
2022-06-09 00:45:00,0.2,4135.0,180,23.2,80,904,4.5,8123.0,8676.0
2022-06-09 01:00:00,0.1,3790.0,225,23.1,80,904,4.3,7622.0,8375.0
2022-06-09 01:15:00,0.2,3738.0,270,23.1,80,904,4.6,8586.0,7102.0
2022-06-09 01:30:00,0.4,3802.0,304,23.1,80,904,4.3,8171.0,8241.0
2022-06-09 01:45:00,0.4,3687.0,315,23.0,80,903,3.8,6075.0,7303.0
2022-06-09 02:00:00,0.6,3561.0,321,23.0,80,903,3.5,3554.0,3484.0
2022-06-09 02:15:00,0.7,3601.0,326,23.0,80,903,3.5,3392.0,3216.0
2022-06-09 02:30:00,0.8,3793.0,330,22.9,80,903,3.1,1491.0,1574.0
2022-06-09 02:45:00,0.9,4014.0,333,22.9,80,903,3.4,2401.0,1976.0
2022-06-09 03:00:00,1.0,3570.0,336,22.8,80,903,3.5,2887.0,2948.0
2022-06-09 03:15:00,1.0,3781.0,336,22.7,81,903,3.1,1495.0,1909.0
2022-06-09 03:30:00,1.0,4303.0,336,22.4,82,903,3.4,2229.0,2010.0
2022-06-09 03:45:00,1.1,4289.0,333,22.2,83,903,3.3,2196.0,1775.0
2022-06-09 04:00:00,1.1,4275.0,333,21.9,84,903,3.1,1597.0,2010.0
2022-06-09 04:15:00,1.1,4260.0,338,21.9,84,903,3.3,2083.0,1742.0
2022-06-09 04:30:00,1.0,6575.0,343,22.0,83,903,3.4,3437.0,2814.0
2022-06-09 04:45:00,1.0,7193.0,354,22.2,82,903,3.5,3356.0,3417.0
2022-06-09 05:00:00,1.0,4211.0,0,22.3,81,903,3.9,3551.0,3484.0
2022-06-09 05:15:00,1.0,4361.0,6,22.4,81,903,3.7,3421.0,3618.0
2022-06-09 05:30:00,0.9,4676.0,13,22.5,81,903,3.4,2112.0,3149.0
2022-06-09 05:45:00,0.9,4991.0,21,22.5,80,903,2.9,854.0,1038.0
2022-06-09 06:00:00,0.8,5306.0,30,22.6,80,903,3.5,2650.0,2043.0
2022-06-09 06:15:00,0.8,5588.0,40,22.7,80,903,3.6,2944.0,3082.0
2022-06-09 06:30:00,0.8,5835.0,45,22.9,80,903,3.6,3018.0,3685.0
2022-06-09 06:45:00,1.1,8932.0,49,23.0,80,903,3.6,3229.0,3216.0
2022-06-09 07:00:00,1.1,8700.0,52,23.2,80,903,3.2,1635.0,1306.0
2022-06-09 07:15:00,1.1,6252.0,52,23.5,80,903,2.6,354.0,804.0
2022-06-09 07:30:00,1.0,5849.0,45,23.9,79,903,2.5,35.0,402.0
2022-06-09 07:45:00,0.9,5446.0,32,24.3,78,904,2.3,207.0,0.0
2022-06-09 08:00:00,0.9,5043.0,21,24.7,77,904,2.2,-32.0,0.0
2022-06-09 08:15:00,0.8,4558.0,14,25.0,77,904,2.7,-4.0,0.0
2022-06-09 08:30:00,0.8,3989.0,7,25.2,76,904,2.3,81.0,0.0
2022-06-09 08:45:00,0.9,3420.0,0,25.5,76,904,2.5,512.0,0.0
2022-06-09 09:00:00,0.9,6037.0,354,25.7,75,904,2.3,132.0,0.0
2022-06-09 09:15:00,0.9,2435.0,0,25.9,75,904,2.2,-13.0,0.0
2022-06-09 09:30:00,0.9,2170.0,0,26.1,74,904,2.3,88.0,0.0
2022-06-09 09:45:00,1.0,1906.0,11,26.4,73,904,2.3,8.0,0.0
2022-06-09 10:00:00,1.0,1641.0,17,26.6,72,904,2.1,563.0,0.0
2022-06-09 10:15:00,1.2,1471.0,31,26.8,72,904,2.9,957.0,703.0
2022-06-09 10:30:00,1.4,1395.0,39,27.0,71,904,2.7,1174.0,904.0
2022-06-09 10:45:00,1.6,2153.0,47,27.1,70,904,3.2,3022.0,3450.0
2022-06-09 11:00:00,1.9,1900.0,51,27.3,69,904,2.8,1115.0,1038.0
2022-06-09 11:15:00,2.1,1201.0,53,27.4,69,904,2.8,1818.0,2043.0
2022-06-09 11:30:00,2.4,1192.0,55,27.5,68,904,2.9,1640.0,1809.0
2022-06-09 11:45:00,2.7,1183.0,56,27.6,67,904,2.7,1376.0,3048.0
2022-06-09 12:00:00,3.0,1174.0,57,27.7,66,904,2.4,486.0,1206.0
2022-06-09 12:15:00,3.2,1242.0,58,27.7,66,904,2.7,933.0,402.0
2022-06-09 12:30:00,3.2,1387.0,60,27.6,67,904,2.5,595.0,904.0
2022-06-09 12:45:00,3.4,1532.0,63,27.6,67,904,2.7,531.0,0.0
2022-06-09 13:00:00,3.4,2591.0,66,27.5,68,904,3.2,2523.0,3450.0
2022-06-09 13:15:00,3.5,1847.0,66,27.6,68,904,2.5,1065.0,1340.0
2022-06-09 13:30:00,3.5,2041.0,66,27.7,68,904,3.6,3697.0,2613.0
2022-06-09 13:45:00,3.4,2234.0,64,27.8,67,903,3.2,2583.0,2278.0
2022-06-09 14:00:00,3.4,2428.0,64,27.9,67,903,2.7,1830.0,1842.0
2022-06-09 14:15:00,3.4,2605.0,64,27.9,67,903,2.7,951.0,1407.0
2022-06-09 14:30:00,3.5,2765.0,66,28.0,66,903,2.7,830.0,871.0
2022-06-09 14:45:00,3.5,2926.0,66,28.0,66,902,3.0,1901.0,1876.0
2022-06-09 15:00:00,3.5,4928.0,68,28.1,65,902,2.9,998.0,1976.0
2022-06-09 15:15:00,3.5,3266.0,68,28.1,65,902,3.0,1509.0,1574.0
2022-06-09 15:30:00,3.6,3465.0,69,28.1,65,902,2.9,1287.0,1239.0
2022-06-09 15:45:00,3.7,3665.0,71,28.0,64,901,3.0,1837.0,1943.0
2022-06-09 16:00:00,3.8,3864.0,72,28.0,64,901,3.1,2248.0,1541.0
2022-06-09 16:15:00,3.9,4203.0,72,28.0,64,901,3.5,3651.0,2613.0
2022-06-09 16:30:00,4.0,4682.0,72,27.9,64,901,3.8,4996.0,4120.0
2022-06-09 16:45:00,4.1,5161.0,74,27.8,65,901,3.7,4276.0,4221.0
2022-06-09 17:00:00,4.1,7824.0,75,27.7,65,901,3.6,3142.0,3082.0
2022-06-09 17:15:00,4.1,6188.0,75,27.5,66,901,4.3,6956.0,6264.0
2022-06-09 17:30:00,4.2,6805.0,76,27.3,67,901,4.4,6800.0,7303.0
2022-06-09 17:45:00,4.2,7422.0,76,27.1,69,901,5.0,9130.0,9112.0
2022-06-09 18:00:00,4.3,8039.0,78,26.9,70,901,4.7,8803.0,9279.0
2022-06-09 18:15:00,4.3,8764.0,78,26.6,72,901,4.3,6976.0,6767.0
2022-06-09 18:30:00,4.2,9599.0,79,26.3,74,901,4.1,6456.0,7336.0
2022-06-09 18:45:00,4.2,10434.0,80,25.9,75,901,4.5,7377.0,7403.0
2022-06-09 19:00:00,4.0,12894.0,81,25.6,77,901,4.8,10549.0,10452.0
2022-06-09 19:15:00,4.0,12031.0,81,25.2,79,901,4.8,9006.0,8609.0
2022-06-09 19:30:00,4.1,12720.0,80,24.8,80,901,4.6,8160.0,8140.0
2022-06-09 19:45:00,4.2,13410.0,79,24.3,81,902,4.1,6108.0,5996.0
2022-06-09 20:00:00,4.2,14099.0,78,23.9,82,902,4.2,5837.0,6231.0
2022-06-09 20:15:00,4.1,14526.0,77,23.7,83,902,3.7,4212.0,4656.0
2022-06-09 20:30:00,4.0,14689.0,78,23.7,83,902,3.3,2627.0,2780.0
2022-06-09 20:45:00,3.9,17238.0,80,23.6,82,903,2.9,1075.0,1172.0
2022-06-09 21:00:00,3.7,15015.0,81,23.6,82,903,2.8,639.0,737.0
2022-06-09 21:15:00,3.5,15108.0,82,23.7,82,903,2.8,745.0,737.0
2022-06-09 21:30:00,3.2,15129.0,83,23.9,81,903,2.7,1058.0,971.0
2022-06-09 21:45:00,2.9,15150.0,82,24.2,80,904,2.8,1298.0,770.0
2022-06-09 22:00:00,2.6,15171.0,83,24.4,79,904,3.3,2477.0,2110.0
2022-06-09 22:15:00,2.4,15150.0,81,24.4,78,904,3.2,2733.0,2579.0
2022-06-09 22:30:00,2.5,15085.0,76,24.3,79,904,3.1,2419.0,2613.0
